date,station,hour,passengers,passenger_count
2025-08-20,Aluva,10:00,185,185
2025-08-20,Aluva,11:00,750,750
2025-08-20,Aluva,12:00,492,492
2025-08-20,Aluva,13:00,393,393
2025-08-20,Aluva,14:00,423,423
2025-08-20,Aluva,15:00,107,107
2025-08-20,Aluva,16:00,692,692
2025-08-20,Aluva,17:00,728,728
2025-08-20,Aluva,18:00,1428,1428
2025-08-20,Aluva,19:00,778,778
2025-08-20,Aluva,20:00,498,498
2025-08-20,Aluva,21:00,588,588
2025-08-20,Aluva,22:00,209,209
2025-08-20,Kalamassery,06:00,247,247
2025-08-20,Kalamassery,07:00,958,958
2025-08-20,Kalamassery,08:00,800,800
2025-08-20,Kalamassery,09:00,274,274
2025-08-20,Kalamassery,10:00,208,208
2025-08-20,Kalamassery,11:00,499,499
2025-08-20,Kalamassery,12:00,711,711
2025-08-20,Kalamassery,13:00,776,776
2025-08-20,Kalamassery,14:00,182,182
2025-08-20,Kalamassery,15:00,206,206
2025-08-20,Kalamassery,16:00,340,340
2025-08-20,Kalamassery,17:00,592,592
2025-08-20,Kalamassery,18:00,1094,1094
2025-08-20,Kalamassery,19:00,1568,1568
2025-08-20,Kalamassery,20:00,554,554
2025-08-20,Kalamassery,21:00,374,374
2025-08-20,Kalamassery,22:00,659,659
2025-08-20,Edapally,06:00,264,264
2025-08-20,Edapally,07:00,1278,1278
2025-08-20,Edapally,08:00,476,476
2025-08-20,Edapally,09:00,1234,1234
2025-08-20,Edapally,10:00,665,665
2025-08-20,Edapally,11:00,778,778
2025-08-20,Edapally,12:00,681,681
2025-08-20,Edapally,13:00,550,550
2025-08-20,Edapally,14:00,206,206
2025-08-20,Edapally,15:00,790,790
2025-08-20,Edapally,16:00,509,509
2025-08-20,Edapally,17:00,1494,1494
2025-08-20,Edapally,18:00,686,686
2025-08-20,Edapally,19:00,240,240
2025-08-20,Edapally,20:00,694,694
2025-08-20,Edapally,21:00,209,209
2025-08-20,Edapally,22:00,133,133
2025-08-20,Kaloor,06:00,294,294
2025-08-20,Kaloor,07:00,1232,1232
2025-08-20,Kaloor,08:00,320,320
2025-08-20,Kaloor,09:00,1108,1108
2025-08-20,Kaloor,10:00,599,599
2025-08-20,Kaloor,11:00,266,266
2025-08-20,Kaloor,12:00,280,280
2025-08-20,Kaloor,13:00,148,148
2025-08-20,Kaloor,14:00,448,448
2025-08-20,Kaloor,15:00,457,457
2025-08-20,Kaloor,16:00,778,778
2025-08-20,Kaloor,17:00,1024,1024
2025-08-20,Kaloor,18:00,1144,1144
2025-08-20,Kaloor,19:00,432,432
2025-08-20,Kaloor,20:00,458,458
2025-08-20,Kaloor,21:00,347,347
2025-08-20,Kaloor,22:00,452,452
2025-08-20,Maharaja's,06:00,438,438
2025-08-20,Maharaja's,07:00,212,212
2025-08-20,Maharaja's,08:00,700,700
2025-08-20,Maharaja's,09:00,1088,1088
2025-08-20,Maharaja's,10:00,487,487
2025-08-20,Maharaja's,11:00,155,155
2025-08-20,Maharaja's,12:00,589,589
2025-08-20,Maharaja's,13:00,299,299
2025-08-20,Maharaja's,14:00,220,220
2025-08-20,Maharaja's,15:00,287,287
2025-08-20,Maharaja's,16:00,218,218
2025-08-20,Maharaja's,17:00,786,786
2025-08-20,Maharaja's,18:00,652,652
2025-08-20,Maharaja's,19:00,1242,1242
2025-08-20,Maharaja's,20:00,569,569
2025-08-20,Maharaja's,21:00,769,769
2025-08-20,Maharaja's,22:00,519,519
2025-08-20,Ernakulam South,06:00,553,553
2025-08-20,Ernakulam South,07:00,1536,1536
2025-08-20,Ernakulam South,08:00,1202,1202
2025-08-20,Ernakulam South,09:00,656,656
2025-08-20,Ernakulam South,10:00,524,524
2025-08-20,Ernakulam South,11:00,643,643
2025-08-20,Ernakulam South,12:00,412,412
2025-08-20,Ernakulam South,13:00,675,675
2025-08-20,Ernakulam South,14:00,362,362
2025-08-20,Ernakulam South,15:00,617,617
2025-08-20,Ernakulam South,16:00,298,298
2025-08-20,Ernakulam South,17:00,820,820
2025-08-20,Ernakulam South,18:00,1450,1450
2025-08-20,Ernakulam South,19:00,692,692
2025-08-20,Ernakulam South,20:00,234,234
2025-08-20,Ernakulam South,21:00,636,636
2025-08-20,Ernakulam South,22:00,763,763
2025-08-21,Aluva,06:00,141,141
2025-08-21,Aluva,07:00,1146,1146
2025-08-21,Aluva,08:00,1256,1256
2025-08-21,Aluva,09:00,716,716
2025-08-21,Aluva,10:00,554,554
2025-08-21,Aluva,11:00,491,491
2025-08-21,Aluva,12:00,749,749
2025-08-21,Aluva,13:00,717,717
2025-08-21,Aluva,14:00,263,263
2025-08-21,Aluva,15:00,134,134
2025-08-21,Aluva,16:00,330,330
2025-08-21,Aluva,17:00,1342,1342
2025-08-21,Aluva,18:00,476,476
2025-08-21,Aluva,19:00,1238,1238
2025-08-21,Aluva,20:00,613,613
2025-08-21,Aluva,21:00,289,289
2025-08-21,Aluva,22:00,222,222
2025-08-21,Kalamassery,06:00,552,552
2025-08-21,Kalamassery,07:00,598,598
2025-08-21,Kalamassery,08:00,1482,1482
2025-08-21,Kalamassery,09:00,504,504
2025-08-21,Kalamassery,10:00,706,706
2025-08-21,Kalamassery,11:00,766,766
2025-08-21,Kalamassery,12:00,141,141
2025-08-21,Kalamassery,13:00,247,247
2025-08-21,Kalamassery,14:00,789,789
2025-08-21,Kalamassery,15:00,438,438
2025-08-21,Kalamassery,16:00,321,321
2025-08-21,Kalamassery,17:00,448,448
2025-08-21,Kalamassery,18:00,994,994
2025-08-21,Kalamassery,19:00,1464,1464
2025-08-21,Kalamassery,20:00,404,404
2025-08-21,Kalamassery,21:00,275,275
2025-08-21,Kalamassery,22:00,477,477
2025-08-21,Edapally,06:00,380,380
2025-08-21,Edapally,07:00,620,620
2025-08-21,Edapally,08:00,1530,1530
2025-08-21,Edapally,09:00,1596,1596
2025-08-21,Edapally,10:00,190,190
2025-08-21,Edapally,11:00,503,503
2025-08-21,Edapally,12:00,388,388
2025-08-21,Edapally,13:00,335,335
2025-08-21,Edapally,14:00,268,268
2025-08-21,Edapally,15:00,620,620
2025-08-21,Edapally,16:00,184,184
2025-08-21,Edapally,17:00,1020,1020
2025-08-21,Edapally,18:00,1048,1048
2025-08-21,Edapally,19:00,1096,1096
2025-08-21,Edapally,20:00,604,604
2025-08-21,Edapally,21:00,116,116
2025-08-21,Edapally,22:00,291,291
2025-08-21,Kaloor,06:00,206,206
2025-08-21,Kaloor,07:00,1408,1408
2025-08-21,Kaloor,08:00,832,832
2025-08-21,Kaloor,09:00,904,904
2025-08-21,Kaloor,10:00,589,589
2025-08-21,Kaloor,11:00,422,422
2025-08-21,Kaloor,12:00,348,348
2025-08-21,Kaloor,13:00,318,318
2025-08-21,Kaloor,14:00,526,526
2025-08-21,Kaloor,15:00,167,167
2025-08-21,Kaloor,16:00,750,750
2025-08-21,Kaloor,17:00,1416,1416
2025-08-21,Kaloor,18:00,1162,1162
2025-08-21,Kaloor,19:00,896,896
2025-08-21,Kaloor,20:00,327,327
2025-08-21,Kaloor,21:00,636,636
2025-08-21,Kaloor,22:00,163,163
2025-08-21,Maharaja's,06:00,386,386
2025-08-21,Maharaja's,07:00,492,492
2025-08-21,Maharaja's,08:00,450,450
2025-08-21,Maharaja's,09:00,1566,1566
2025-08-21,Maharaja's,10:00,478,478
2025-08-21,Maharaja's,11:00,539,539
2025-08-21,Maharaja's,12:00,245,245
2025-08-21,Maharaja's,13:00,520,520
2025-08-21,Maharaja's,14:00,307,307
2025-08-21,Maharaja's,15:00,367,367
2025-08-21,Maharaja's,16:00,424,424
2025-08-21,Maharaja's,17:00,970,970
2025-08-21,Maharaja's,18:00,1526,1526
2025-08-21,Maharaja's,19:00,538,538
2025-08-21,Maharaja's,20:00,286,286
2025-08-21,Maharaja's,21:00,690,690
2025-08-21,Maharaja's,22:00,772,772
2025-08-21,Ernakulam South,06:00,707,707
2025-08-21,Ernakulam South,07:00,400,400
2025-08-21,Ernakulam South,08:00,1298,1298
2025-08-21,Ernakulam South,09:00,1386,1386
2025-08-21,Ernakulam South,10:00,400,400
2025-08-21,Ernakulam South,11:00,765,765
2025-08-21,Ernakulam South,12:00,196,196
2025-08-21,Ernakulam South,13:00,755,755
2025-08-21,Ernakulam South,14:00,756,756
2025-08-21,Ernakulam South,15:00,200,200
2025-08-21,Ernakulam South,16:00,262,262
2025-08-21,Ernakulam South,17:00,1292,1292
2025-08-21,Ernakulam South,18:00,1422,1422
2025-08-21,Ernakulam South,19:00,230,230
2025-08-21,Ernakulam South,20:00,129,129
2025-08-21,Ernakulam South,21:00,190,190
2025-08-21,Ernakulam South,22:00,398,398
2025-08-22,Aluva,06:00,279,279
2025-08-22,Aluva,07:00,1058,1058
2025-08-22,Aluva,08:00,712,712
2025-08-22,Aluva,09:00,468,468
2025-08-22,Aluva,10:00,527,527
2025-08-22,Aluva,11:00,140,140
2025-08-22,Aluva,12:00,699,699
2025-08-22,Aluva,13:00,299,299
2025-08-22,Aluva,14:00,446,446
2025-08-22,Aluva,15:00,760,760
2025-08-22,Aluva,16:00,298,298
2025-08-22,Aluva,17:00,882,882
2025-08-22,Aluva,18:00,960,960
2025-08-22,Aluva,19:00,438,438
2025-08-22,Aluva,20:00,695,695
2025-08-22,Aluva,21:00,551,551
2025-08-22,Aluva,22:00,700,700
2025-08-22,Kalamassery,06:00,552,552
2025-08-22,Kalamassery,07:00,1418,1418
2025-08-22,Kalamassery,08:00,1414,1414
2025-08-22,Kalamassery,09:00,1372,1372
2025-08-22,Kalamassery,10:00,406,406
2025-08-22,Kalamassery,11:00,423,423
2025-08-22,Kalamassery,12:00,696,696
2025-08-22,Kalamassery,13:00,357,357
2025-08-22,Kalamassery,14:00,437,437
2025-08-22,Kalamassery,15:00,459,459
2025-08-22,Kalamassery,16:00,107,107
2025-08-22,Kalamassery,17:00,512,512
2025-08-22,Kalamassery,18:00,1324,1324
2025-08-22,Kalamassery,19:00,258,258
2025-08-22,Kalamassery,20:00,309,309
2025-08-22,Kalamassery,21:00,126,126
2025-08-22,Kalamassery,22:00,540,540
2025-08-22,Edapally,06:00,475,475
2025-08-22,Edapally,07:00,1132,1132
2025-08-22,Edapally,08:00,336,336
2025-08-22,Edapally,09:00,1176,1176
2025-08-22,Edapally,10:00,531,531
2025-08-22,Edapally,11:00,176,176
2025-08-22,Edapally,12:00,209,209
2025-08-22,Edapally,13:00,195,195
2025-08-22,Edapally,14:00,600,600
2025-08-22,Edapally,15:00,173,173
2025-08-22,Edapally,16:00,767,767
2025-08-22,Edapally,17:00,1386,1386
2025-08-22,Edapally,18:00,1526,1526
2025-08-22,Edapally,19:00,712,712
2025-08-22,Edapally,20:00,756,756
2025-08-22,Edapally,21:00,772,772
2025-08-22,Edapally,22:00,169,169
2025-08-22,Kaloor,06:00,519,519
2025-08-22,Kaloor,07:00,1574,1574
2025-08-22,Kaloor,08:00,898,898
2025-08-22,Kaloor,09:00,236,236
2025-08-22,Kaloor,10:00,796,796
2025-08-22,Kaloor,11:00,136,136
2025-08-22,Kaloor,12:00,316,316
2025-08-22,Kaloor,13:00,661,661
2025-08-22,Kaloor,14:00,444,444
2025-08-22,Kaloor,15:00,788,788
2025-08-22,Kaloor,16:00,723,723
2025-08-22,Kaloor,17:00,858,858
2025-08-22,Kaloor,18:00,456,456
2025-08-22,Kaloor,19:00,1104,1104
2025-08-22,Kaloor,20:00,788,788
2025-08-22,Kaloor,21:00,682,682
2025-08-22,Kaloor,22:00,775,775
2025-08-22,Maharaja's,06:00,792,792
2025-08-22,Maharaja's,07:00,230,230
2025-08-22,Maharaja's,08:00,1010,1010
2025-08-22,Maharaja's,09:00,300,300
2025-08-22,Maharaja's,10:00,755,755
2025-08-22,Maharaja's,11:00,551,551
2025-08-22,Maharaja's,12:00,119,119
2025-08-22,Maharaja's,13:00,468,468
2025-08-22,Maharaja's,14:00,719,719
2025-08-22,Maharaja's,15:00,410,410
2025-08-22,Maharaja's,16:00,545,545
2025-08-22,Maharaja's,17:00,1424,1424
2025-08-22,Maharaja's,18:00,408,408
2025-08-22,Maharaja's,19:00,754,754
2025-08-22,Maharaja's,20:00,228,228
2025-08-22,Maharaja's,21:00,244,244
2025-08-22,Maharaja's,22:00,374,374
2025-08-22,Ernakulam South,06:00,365,365
2025-08-22,Ernakulam South,07:00,424,424
2025-08-22,Ernakulam South,08:00,500,500
2025-08-22,Ernakulam South,09:00,706,706
2025-08-22,Ernakulam South,10:00,592,592
2025-08-22,Ernakulam South,11:00,129,129
2025-08-22,Ernakulam South,12:00,191,191
2025-08-22,Ernakulam South,13:00,528,528
2025-08-22,Ernakulam South,14:00,269,269
2025-08-22,Ernakulam South,15:00,592,592
2025-08-22,Ernakulam South,16:00,322,322
2025-08-22,Ernakulam South,17:00,1562,1562
2025-08-22,Ernakulam South,18:00,1168,1168
2025-08-22,Ernakulam South,19:00,710,710
2025-08-22,Ernakulam South,20:00,564,564
2025-08-22,Ernakulam South,21:00,491,491
2025-08-22,Ernakulam South,22:00,529,529
2025-08-23,Aluva,06:00,222,222
2025-08-23,Aluva,07:00,368,368
2025-08-23,Aluva,08:00,1054,1054
2025-08-23,Aluva,09:00,1138,1138
2025-08-23,Aluva,10:00,239,239
2025-08-23,Aluva,11:00,361,361
2025-08-23,Aluva,12:00,769,769
2025-08-23,Aluva,13:00,666,666
2025-08-23,Aluva,14:00,327,327
2025-08-23,Aluva,15:00,537,537
2025-08-23,Aluva,16:00,628,628
2025-08-23,Aluva,17:00,200,200
2025-08-23,Aluva,18:00,594,594
2025-08-23,Aluva,19:00,1372,1372
2025-08-23,Aluva,20:00,113,113
2025-08-23,Aluva,21:00,269,269
2025-08-23,Aluva,22:00,194,194
2025-08-23,Kalamassery,06:00,787,787
2025-08-23,Kalamassery,07:00,626,626
2025-08-23,Kalamassery,08:00,1322,1322
2025-08-23,Kalamassery,09:00,530,530
2025-08-23,Kalamassery,10:00,371,371
2025-08-23,Kalamassery,11:00,299,299
2025-08-23,Kalamassery,12:00,542,542
2025-08-23,Kalamassery,13:00,536,536
2025-08-23,Kalamassery,14:00,748,748
2025-08-23,Kalamassery,15:00,619,619
2025-08-23,Kalamassery,16:00,569,569
2025-08-23,Kalamassery,17:00,1174,1174
2025-08-23,Kalamassery,18:00,1240,1240
2025-08-23,Kalamassery,19:00,1326,1326
2025-08-23,Kalamassery,20:00,607,607
2025-08-23,Kalamassery,21:00,130,130
2025-08-23,Kalamassery,22:00,641,641
2025-08-23,Edapally,06:00,392,392
2025-08-23,Edapally,07:00,1270,1270
2025-08-23,Edapally,08:00,1558,1558
2025-08-23,Edapally,09:00,266,266
2025-08-23,Edapally,10:00,556,556
2025-08-23,Edapally,11:00,617,617
2025-08-23,Edapally,12:00,235,235
2025-08-23,Edapally,13:00,584,584
2025-08-23,Edapally,14:00,234,234
2025-08-23,Edapally,15:00,575,575
2025-08-23,Edapally,16:00,784,784
2025-08-23,Edapally,17:00,492,492
2025-08-23,Edapally,18:00,1416,1416
2025-08-23,Edapally,19:00,342,342
2025-08-23,Edapally,20:00,674,674
2025-08-23,Edapally,21:00,339,339
2025-08-23,Edapally,22:00,685,685
2025-08-23,Kaloor,06:00,531,531
2025-08-23,Kaloor,07:00,928,928
2025-08-23,Kaloor,08:00,864,864
2025-08-23,Kaloor,09:00,1020,1020
2025-08-23,Kaloor,10:00,149,149
2025-08-23,Kaloor,11:00,632,632
2025-08-23,Kaloor,12:00,208,208
2025-08-23,Kaloor,13:00,511,511
2025-08-23,Kaloor,14:00,547,547
2025-08-23,Kaloor,15:00,332,332
2025-08-23,Kaloor,16:00,274,274
2025-08-23,Kaloor,17:00,992,992
2025-08-23,Kaloor,18:00,1250,1250
2025-08-23,Kaloor,19:00,912,912
2025-08-23,Kaloor,20:00,513,513
2025-08-23,Kaloor,21:00,565,565
2025-08-23,Kaloor,22:00,637,637
2025-08-23,Maharaja's,06:00,115,115
2025-08-23,Maharaja's,07:00,1386,1386
2025-08-23,Maharaja's,08:00,1394,1394
2025-08-23,Maharaja's,09:00,1198,1198
2025-08-23,Maharaja's,10:00,111,111
2025-08-23,Maharaja's,11:00,452,452
2025-08-23,Maharaja's,12:00,320,320
2025-08-23,Maharaja's,13:00,172,172
2025-08-23,Maharaja's,14:00,800,800
2025-08-23,Maharaja's,15:00,330,330
2025-08-23,Maharaja's,16:00,446,446
2025-08-23,Maharaja's,17:00,1518,1518
2025-08-23,Maharaja's,18:00,552,552
2025-08-23,Maharaja's,19:00,348,348
2025-08-23,Maharaja's,20:00,332,332
2025-08-23,Maharaja's,21:00,458,458
2025-08-23,Maharaja's,22:00,483,483
2025-08-23,Ernakulam South,06:00,547,547
2025-08-23,Ernakulam South,07:00,664,664
2025-08-23,Ernakulam South,08:00,978,978
2025-08-23,Ernakulam South,09:00,258,258
2025-08-23,Ernakulam South,10:00,229,229
2025-08-23,Ernakulam South,11:00,737,737
2025-08-23,Ernakulam South,12:00,612,612
2025-08-23,Ernakulam South,13:00,508,508
2025-08-23,Ernakulam South,14:00,379,379
2025-08-23,Ernakulam South,15:00,711,711
2025-08-23,Ernakulam South,16:00,464,464
2025-08-23,Ernakulam South,17:00,512,512
2025-08-23,Ernakulam South,18:00,284,284
2025-08-23,Ernakulam South,19:00,248,248
2025-08-23,Ernakulam South,20:00,660,660
2025-08-23,Ernakulam South,21:00,285,285
2025-08-23,Ernakulam South,22:00,177,177
2025-08-24,Aluva,06:00,112,112
2025-08-24,Aluva,07:00,603,603
2025-08-24,Aluva,08:00,652,652
2025-08-24,Aluva,09:00,832,832
2025-08-24,Aluva,10:00,237,237
2025-08-24,Aluva,11:00,131,131
2025-08-24,Aluva,12:00,138,138
2025-08-24,Aluva,13:00,133,133
2025-08-24,Aluva,14:00,431,431
2025-08-24,Aluva,15:00,162,162
2025-08-24,Aluva,16:00,121,121
2025-08-24,Aluva,17:00,951,951
2025-08-24,Aluva,18:00,889,889
2025-08-24,Aluva,19:00,152,152
2025-08-24,Aluva,20:00,102,102
2025-08-24,Aluva,21:00,157,157
2025-08-24,Aluva,22:00,429,429
2025-08-24,Kalamassery,06:00,185,185
2025-08-24,Kalamassery,07:00,289,289
2025-08-24,Kalamassery,08:00,529,529
2025-08-24,Kalamassery,09:00,212,212
2025-08-24,Kalamassery,10:00,202,202
2025-08-24,Kalamassery,11:00,462,462
2025-08-24,Kalamassery,12:00,227,227
2025-08-24,Kalamassery,13:00,74,74
2025-08-24,Kalamassery,14:00,253,253
2025-08-24,Kalamassery,15:00,202,202
2025-08-24,Kalamassery,16:00,157,157
2025-08-24,Kalamassery,17:00,716,716
2025-08-24,Kalamassery,18:00,724,724
2025-08-24,Kalamassery,19:00,523,523
2025-08-24,Kalamassery,20:00,444,444
2025-08-24,Kalamassery,21:00,102,102
2025-08-24,Kalamassery,22:00,104,104
2025-08-24,Edapally,06:00,159,159
2025-08-24,Edapally,07:00,442,442
2025-08-24,Edapally,08:00,735,735
2025-08-24,Edapally,09:00,606,606
2025-08-24,Edapally,10:00,242,242
2025-08-24,Edapally,11:00,267,267
2025-08-24,Edapally,12:00,370,370
2025-08-24,Edapally,13:00,373,373
2025-08-24,Edapally,14:00,103,103
2025-08-24,Edapally,15:00,136,136
2025-08-24,Edapally,16:00,113,113
2025-08-24,Edapally,17:00,649,649
2025-08-24,Edapally,18:00,230,230
2025-08-24,Edapally,19:00,631,631
2025-08-24,Edapally,20:00,327,327
2025-08-24,Edapally,21:00,466,466
2025-08-24,Edapally,22:00,207,207
2025-08-24,Kaloor,06:00,326,326
2025-08-24,Kaloor,07:00,198,198
2025-08-24,Kaloor,08:00,690,690
2025-08-24,Kaloor,09:00,225,225
2025-08-24,Kaloor,10:00,91,91
2025-08-24,Kaloor,11:00,444,444
2025-08-24,Kaloor,12:00,97,97
2025-08-24,Kaloor,13:00,438,438
2025-08-24,Kaloor,14:00,174,174
2025-08-24,Kaloor,15:00,391,391
2025-08-24,Kaloor,16:00,73,73
2025-08-24,Kaloor,17:00,699,699
2025-08-24,Kaloor,18:00,465,465
2025-08-24,Kaloor,19:00,492,492
2025-08-24,Kaloor,20:00,402,402
2025-08-24,Kaloor,21:00,99,99
2025-08-24,Kaloor,22:00,431,431
2025-08-24,Maharaja's,06:00,202,202
2025-08-24,Maharaja's,07:00,230,230
2025-08-24,Maharaja's,08:00,214,214
2025-08-24,Maharaja's,09:00,205,205
2025-08-24,Maharaja's,10:00,126,126
2025-08-24,Maharaja's,11:00,168,168
2025-08-24,Maharaja's,12:00,168,168
2025-08-24,Maharaja's,13:00,172,172
2025-08-24,Maharaja's,14:00,328,328
2025-08-24,Maharaja's,15:00,285,285
2025-08-24,Maharaja's,16:00,477,477
2025-08-24,Maharaja's,17:00,536,536
2025-08-24,Maharaja's,18:00,154,154
2025-08-24,Maharaja's,19:00,915,915
2025-08-24,Maharaja's,20:00,307,307
2025-08-24,Maharaja's,21:00,318,318
2025-08-24,Maharaja's,22:00,175,175
2025-08-24,Ernakulam South,06:00,384,384
2025-08-24,Ernakulam South,07:00,589,589
2025-08-24,Ernakulam South,08:00,837,837
2025-08-24,Ernakulam South,09:00,631,631
2025-08-24,Ernakulam South,10:00,186,186
2025-08-24,Ernakulam South,11:00,395,395
2025-08-24,Ernakulam South,12:00,367,367
2025-08-24,Ernakulam South,13:00,377,377
2025-08-24,Ernakulam South,14:00,187,187
2025-08-24,Ernakulam South,15:00,443,443
2025-08-24,Ernakulam South,16:00,318,318
2025-08-24,Ernakulam South,17:00,388,388
2025-08-24,Ernakulam South,18:00,614,614
2025-08-24,Ernakulam South,19:00,650,650
2025-08-24,Ernakulam South,20:00,310,310
2025-08-24,Ernakulam South,21:00,367,367
2025-08-24,Ernakulam South,22:00,174,174
2025-08-25,Aluva,06:00,387,387
2025-08-25,Aluva,07:00,1418,1418
2025-08-25,Aluva,08:00,564,564
2025-08-25,Aluva,09:00,1416,1416
2025-08-25,Aluva,10:00,444,444
2025-08-25,Aluva,11:00,512,512
2025-08-25,Aluva,12:00,268,268
2025-08-25,Aluva,13:00,148,148
2025-08-25,Aluva,14:00,206,206
2025-08-25,Aluva,15:00,164,164
2025-08-25,Aluva,16:00,136,136
2025-08-25,Aluva,17:00,1420,1420
2025-08-25,Aluva,18:00,278,278
2025-08-25,Aluva,19:00,450,450
2025-08-25,Aluva,20:00,428,428
2025-08-25,Aluva,21:00,567,567
2025-08-25,Aluva,22:00,595,595
2025-08-25,Kalamassery,06:00,249,249
2025-08-25,Kalamassery,07:00,944,944
2025-08-25,Kalamassery,08:00,784,784
2025-08-25,Kalamassery,09:00,398,398
2025-08-25,Kalamassery,10:00,325,325
2025-08-25,Kalamassery,11:00,476,476
2025-08-25,Kalamassery,12:00,640,640
2025-08-25,Kalamassery,13:00,132,132
2025-08-25,Kalamassery,14:00,346,346
2025-08-25,Kalamassery,15:00,455,455
2025-08-25,Kalamassery,16:00,276,276
2025-08-25,Kalamassery,17:00,884,884
2025-08-25,Kalamassery,18:00,1400,1400
2025-08-25,Kalamassery,19:00,642,642
2025-08-25,Kalamassery,20:00,294,294
2025-08-25,Kalamassery,21:00,165,165
2025-08-25,Kalamassery,22:00,799,799
2025-08-25,Edapally,06:00,617,617
2025-08-25,Edapally,07:00,444,444
2025-08-25,Edapally,08:00,300,300
2025-08-25,Edapally,09:00,956,956
2025-08-25,Edapally,10:00,217,217
2025-08-25,Edapally,11:00,633,633
2025-08-25,Edapally,12:00,545,545
2025-08-25,Edapally,13:00,549,549
2025-08-25,Edapally,14:00,203,203
2025-08-25,Edapally,15:00,698,698
2025-08-25,Edapally,16:00,455,455
2025-08-25,Edapally,17:00,244,244
2025-08-25,Edapally,18:00,1354,1354
2025-08-25,Edapally,19:00,608,608
2025-08-25,Edapally,20:00,365,365
2025-08-25,Edapally,21:00,282,282
2025-08-25,Edapally,22:00,664,664
2025-08-25,Kaloor,06:00,592,592
2025-08-25,Kaloor,07:00,1164,1164
2025-08-25,Kaloor,08:00,756,756
2025-08-25,Kaloor,09:00,340,340
2025-08-25,Kaloor,10:00,558,558
2025-08-25,Kaloor,11:00,549,549
2025-08-25,Kaloor,12:00,619,619
2025-08-25,Kaloor,13:00,734,734
2025-08-25,Kaloor,14:00,470,470
2025-08-25,Kaloor,15:00,470,470
2025-08-25,Kaloor,16:00,712,712
2025-08-25,Kaloor,17:00,532,532
2025-08-25,Kaloor,18:00,932,932
2025-08-25,Kaloor,19:00,1534,1534
2025-08-25,Kaloor,20:00,442,442
2025-08-25,Kaloor,21:00,670,670
2025-08-25,Kaloor,22:00,742,742
2025-08-25,Maharaja's,06:00,197,197
2025-08-25,Maharaja's,07:00,1244,1244
2025-08-25,Maharaja's,08:00,1458,1458
2025-08-25,Maharaja's,09:00,1042,1042
2025-08-25,Maharaja's,10:00,578,578
2025-08-25,Maharaja's,11:00,337,337
2025-08-25,Maharaja's,12:00,550,550
2025-08-25,Maharaja's,13:00,637,637
2025-08-25,Maharaja's,14:00,171,171
2025-08-25,Maharaja's,15:00,372,372
2025-08-25,Maharaja's,16:00,595,595
2025-08-25,Maharaja's,17:00,1112,1112
2025-08-25,Maharaja's,18:00,756,756
2025-08-25,Maharaja's,19:00,372,372
2025-08-25,Maharaja's,20:00,660,660
2025-08-25,Maharaja's,21:00,328,328
2025-08-25,Maharaja's,22:00,335,335
2025-08-25,Ernakulam South,06:00,444,444
2025-08-25,Ernakulam South,07:00,826,826
2025-08-25,Ernakulam South,08:00,912,912
2025-08-25,Ernakulam South,09:00,1344,1344
2025-08-25,Ernakulam South,10:00,521,521
2025-08-25,Ernakulam South,11:00,206,206
2025-08-25,Ernakulam South,12:00,354,354
2025-08-25,Ernakulam South,13:00,800,800
2025-08-25,Ernakulam South,14:00,659,659
2025-08-25,Ernakulam South,15:00,295,295
2025-08-25,Ernakulam South,16:00,120,120
2025-08-25,Ernakulam South,17:00,562,562
2025-08-25,Ernakulam South,18:00,956,956
2025-08-25,Ernakulam South,19:00,898,898
2025-08-25,Ernakulam South,20:00,685,685
2025-08-25,Ernakulam South,21:00,176,176
2025-08-25,Ernakulam South,22:00,552,552
2025-08-26,Aluva,06:00,220,220
2025-08-26,Aluva,07:00,804,804
2025-08-26,Aluva,08:00,416,416
2025-08-26,Aluva,09:00,952,952
2025-08-26,Aluva,10:00,559,559
2025-08-26,Aluva,11:00,650,650
2025-08-26,Aluva,12:00,529,529
2025-08-26,Aluva,13:00,637,637
2025-08-26,Aluva,14:00,452,452
2025-08-26,Aluva,15:00,556,556
2025-08-26,Aluva,16:00,147,147
2025-08-26,Aluva,17:00,800,800
2025-08-26,Aluva,18:00,576,576
2025-08-26,Aluva,19:00,1424,1424
2025-08-26,Aluva,20:00,594,594
2025-08-26,Aluva,21:00,456,456
2025-08-26,Aluva,22:00,314,314
2025-08-26,Kalamassery,06:00,328,328
2025-08-26,Kalamassery,07:00,794,794
2025-08-26,Kalamassery,08:00,1372,1372
2025-08-26,Kalamassery,09:00,792,792
2025-08-26,Kalamassery,10:00,251,251
2025-08-26,Kalamassery,11:00,797,797
2025-08-26,Kalamassery,12:00,440,440
2025-08-26,Kalamassery,13:00,316,316
2025-08-26,Kalamassery,14:00,704,704
2025-08-26,Kalamassery,15:00,503,503
2025-08-26,Kalamassery,16:00,186,186
2025-08-26,Kalamassery,17:00,922,922
2025-08-26,Kalamassery,18:00,1220,1220
2025-08-26,Kalamassery,19:00,648,648
2025-08-26,Kalamassery,20:00,750,750
2025-08-26,Kalamassery,21:00,227,227
2025-08-26,Kalamassery,22:00,139,139
2025-08-26,Edapally,06:00,255,255
2025-08-26,Edapally,07:00,598,598
2025-08-26,Edapally,08:00,1534,1534
2025-08-26,Edapally,09:00,1130,1130
2025-08-26,Edapally,10:00,689,689
2025-08-26,Edapally,11:00,201,201
